raw_hexCode,raw_timeStamp
8D800373990D669B30085B150D2B,0D72DF9AF1AD2F
8D80037358B9912CD546559FF77C,0D7E8FA4193137
8D800373F82300030049B832D49C,0D7E97E3A23B30
8D800373990D679B50045B91D99E,0D7EAC3EB0DF36
8D80037358B9912C2D45CCE3E54F,0D7F84C050D411
8D800373990D679B58045BFF7B96,0D7FAA3BAEB53F
8D800373230490F7C36820A771DB,0D80079D46B535
8D800373E1051700000000EED15A,0D80488EE40A2E
8D80037358B9912B7B4539B13AC5,0D808A6AD36518
8D800373990D679B58045BFF7B96,0D80A187FCBB1B
8D800373990D679B58045BFF7B96,0D80E9EE67EF34
8D80037358B994E1DEC3A7F83068,0D810EDB7CFE40
8D800373EA466858013C083877C8,0D811625D88718
8D800373990D679B58045BFF7B96,0D8129EDCF2918
8D800373990D679B58045BFF7B96,0D8170640FDF14
8D80037358B994E182C35BF393B4,0D81962179541D
8D800373990D679B58045BFF7B96,0D81B2CCB02218
8D800373EA466858013C083877C8,0D81B3F72D4838
8D80037358B994E158C33AC69708,0D81D40E18AC1C
8D800373990D679B58045BFF7B96,0D81EFF24D3137
8D800373990D679B58045BFF7B96,0D822E7FAB6A18
8D800373EA466858013C083877C8,0D825213C22D1F
8D800373F82300030049B832D49C,0D825BA4E13619
8D800373990D679B50045B91D99E,0D82A8C0D08916
8D800373E1051700000000EED15A,0D82C83FE8AE31
8D800373990D679B50045B91D99E,0D82E6939A9A16
8D800373EA466858013C083877C8,0D82F2717AB516
8D80037358B994E082C28BD2061F,0D8310CFFCBD3C
8D800373990D679B50045A6E2D97,0D8329324D9316
8D80037358B994E05AC2690444F3,0D834E81A3E518
8D800373990D679B50045B91D99E,0D8367AF5B0B3B
8D80037358B99129694386FD8611,0D838D757DD63B
8D800373EA466858013C083877C8,0D83911E192331
8D800373F82300030049B832D49C,0D839CB6A6B92E
8D800373990D679B50045B91D99E,0D83A791A40C12
8D80037358B991294343673740AB,0D83C7664E7134
8D80037358B991291343409EED7D,0D840B1D7E983C
8D800373990D669B38085B7BAF23,0D8A6E1213FF3C
8D800373990D669B38045B33F523,0D8AAF1C843038
8D80037358B991247D3F7D23F726,0D8AB948E0213A
8D800373990D669B58045BFC7158,0D8BFACF183F38
8D80037358B994DA14BD47FD6106,0D8C9C46501E13
8D800373990D659B58045BF96E0A,0D98BB659CA812
8D800373990D659B58045BF96E0A,0D9B599D15E433
8D800373990D669B58045BFC7158,0D9E1947529135
8D800373990D669B50045B92D350,0D9E5993BC8516
8D800373990D669B50045B92D350,0D9E9E782C0E12
8D80037358B984CDA8B327DC3A3C,0D9F093578D13E
8D800373990D669B38045B33F523,0DA5048C804E33
8D80037358B984C948AF96071E07,0DA586D50D2438
8D800373990D669B38045B33F523,0DA5C8FD9D8037
8D80037358B98111ED3053C46561,0DA5CFF6B6DA38
8D80037358B98111672FE5E7FC43,0DA692A76A6831
8D800373990D669B38045B33F523,0DA6C736E4DE2C
8D80037358B984C86AAEDF803D7A,0DA6D362CA5D30
8D800373990D669B30045B5D572B,0DA74E92690B13
8D80037358B98110E32F78E90EF2,0DA753EEF0D816
8D80037358B98110BF2F5B19681E,0DA789FCE12812
8D800373990D669B30045B5D572B,0DA78E5DE63C14
8D800373EA466858013C083877C8,0DA7A96066D815
8D800373F82300030049B832D49C,0DA7CBF03F3B34
8D800373990D669B30045B5D572B,0DA7CDB79C3A31
8D800373230490F7C36820A771DB,0DA815E0E3B236
8D800373990D669B30045B5D572B,0DA816597A9B15
8D80037358B98110412EF3AB4DCA,0DA8431385F53B
8D800373E1051700000000EED15A,0DA88C9721753B
8D800373990D669B30045B5D572B,0DA890BC486D38
8D80037358B9810FE72EA9E7E604,0DA8C7AC3EDC17
8D800373990D659B30045B584879,0DA8D22E66FA16
8D80037358B9810FC12E8A704A09,0DA900A3A78233
8D80037358B984C6C8AD8B7DB109,0DA93B07C4BB38
8D80037358B9810F6B2E44AEE9E6,0DA9780C836B16
8D800373990D659B50045B97CC02,0DA9CA46E69E3D
8D80037358B9810F092DF46EF437,0DAA0A90120133
8D800373F82300030049B832D49C,0DAA4A8A026E31
8D80037358B984C614ACF7951D38,0DAA4C955D2036
8D800373990D659B58045BF96E0A,0DAA549A25B331
8D80037358B984C5E6ACD10B9314,0DAA8F72B61130
8D800373990D659B58045BF96E0A,0DB5C7BF3C6F3D
8D80037358B984BE4AA6A4708F0C,0DB5D2F410D838
8D800373990D659B58045BF96E0A,0DB6095FB16910
8D80037358B984BD48A5D40794F3,0DB74E59814C3A
8D800373EA466858013C083877C8,0DB74F7DFEDC17
8D800373990D659B58045BF96E0A,0DB7584537BD3E
8D80037358B984BCF0A58DCC10E1,0DB7D063BD023F
8D800373EA466858013C083877C8,0DB7ECA1D32B18
8D800373F82300030049B832D49C,0DB7F3EDAB423E
8D80037358B984BCCAA56D246642,0DB80C9EA67236
8D800373230490F7C36820A771DB,0DB98B2F09FD2E
8D800373990D659B58045BF96E0A,0DBF5B5893D335
8D800373EA466858013C083877C8,0DBF761C65612F
8D80037358B974B6B6A07EB857F1,0DC109BB8E8F2F
8D800373990D659B78045BBC1223,0DC1710B396312
8D80037358B974B66AA041A29D32,0DC17726A05817
8D80037358B970FEC120B82506EA,0DC1B7365C2D1B
8D80037358B970FE992097E27958,0DC1F3B197FC1C
8D800373EA466858013C083877C8,0DC1FA0B181915
8D800373F82300030049B832D49C,0DC20277E97815
8D800373990D659B78045BBC1223,0DC223B16A5835
8D80037358B970FE3720470B3F2A,0DC28699AF5315
8D800373EA466858013C083877C8,0DC29B274E1E18
8D80037358B974B55E9F67F4C6EE,0DC307A0B2423B
8D800373F82300030049B832D49C,0DC5AD9D750435
8D800373990D659B70045BD2B02B,0DC5AEDD72FC17
8D80037358B980FBFB1E762BE507,0DC5C3E7CF7A3B
8D800373990D669B70045BD7AF79,0DCF8568DBED13
8D800373990D669B70045BD7AF79,0DD73712CCF82C
8D800373990D669B70045BD7AF79,0DD9C743A12F39
8D800373230490F7C36820A771DB,0DD9D93AFD771B
8D80037358B980EDE91310EEFE29,0DDA230F98FD37
8D80037358B994A5269249A9D69E,0DDAE6821C253F
8D800373990D669B70045BD7AF79,0DDB10DD8B6131
8D80037358B990E88D0EBA02AB2E,0DE1E3FE14FE32
8D800373990D669B98045B9C8DA7,0DE3B305A59D30
8D800373990D669B98045B9C8DA7,0DE3F34EC04638
8D80037358B9949DFC8C82B151C0,0DE56F16E49C3D
8D800373990D659BB8045BDCEEDC,0DE5C36C24B92E
8D800373990D659B90045BF730FD,0DE60248577D33
8D800373990D659B90045BF730FD,0DE68638D24433
8D80037358B9849D308BDE91F9B1,0DE69BC7B1C01B
8D80037358B9949CDC8B9CF544A3,0DE715A661CA36
8D800373990D659B90045BF730FD,0DE72D28797234
8D800373E1051700000000EED15A,0DE75D9DE0F018
8D800373EA466858013C083877C8,0DE774B7802515
8D800373F82300030049B832D49C,0DE7839002CA3B
8D800373990D659B90045BF730FD,0DE7A7DBBA5B3B
8D800373990D659B90045BF730FD,0DE7E9059AE316
8D80037358B9849C2C8B0E3AD686,0DE816AF625E13
8D80037358B980E40D0B1B18E047,0DE85FD0C33439
8D800373990D659B90045BF730FD,0DE86B6E89A43B
8D800373EA466858013C083877C8,0DE8B1276C623B
8D80037358B990E37F0AA9FAE0C4,0DE92B66399713
8D800373990D659B90045BF730FD,0DE92C8B5E7318
8D800373EA466858013C083877C8,0DE9540D71DD35
8D80037358B9949B488A57D3B7FD,0DE96402BEE634
8D800373990D659B90045BF730FD,0DE965DA585519
8D800373990D659B90045BF730FD,0DE9A1DF000017
8D80037358B9949B1C8A33B1205D,0DE9A6EDBDBC14
8D800373E1051700000000EED15A,0DE9D609790A3E
8D800373990D659B90045BF730FD,0DE9E2DF491234
8D80037358B990E2FF0A413E2D46,0DE9E3E1078D3B
8D800373F82300030049B832D49C,0DEA0219BCF318
8D800373990D659B90045BF730FD,0DEAA48F977B32
8D800373990D659B98045B9992F5,0DEAE0C6574E33
8D800373990D659B98045B9992F5,0DEB1B2BA95A10
8D800373EA466858013C083877C8,0DEB344BC6DF17
8D800373230490F7C36820A771DB,0DEB43122DB83F
8D800373F82300030049B832D49C,0DEB46B905C939
8D800373990D659B98045B9992F5,0DEB633701003E
8D80037358B990E1ED096468DD2E,0DEB704501BC33
8D800373990D659B98045B9992F5,0DEBA4FC55BC39
8D800373990D659B98045B9992F5,0DEBECDC36AD19
8D800373E1051700000000EED15A,0DEC5E1C4A3415
8D800373990D659B98045B9992F5,0DEC70ABE8923A
8D80037358B984993088A7D13C10,0DEC7827643815
8D800373EA466858013C083877C8,0DEC78B5940F10
8D800373990D659B98045B9992F5,0DECB432A64115
8D800373990D659B98045B9992F5,0DECF24DB9A12C
8D800373990D659B98045B9992F5,0DED32BC330137
8D80037358B990E0B50868747BED,0DED335FC7783B
8D80037358B980E00707DC711005,0DEE2F36003C31
8D80037358B9849516855DF4CD5D,0DF27B1728DB14
8D800373990D659B98045B9992F5,0DF285059B3C34
8D800373EA466858013C083877C8,0DF2C52BA7F518
8D800373F82300030049B832D49C,0DF2CDDD35A832
8D800373230490F7C36820A771DB,0DF2CE18706F32
8D800373990D659B98045B9992F5,0DF2CE5682F019
8D80037358B98494BE8516E2F19C,0DF30120F13D1C
8D800373EA466858013C083877C8,0DF360458BBF14
8D800373990D659B98045B9992F5,0DF3B913C3F017
8D80037358B984943A84AC37E26A,0DF3C31DED5939
8D800373EA466858013C083877C8,0DF40398FCA439
8D800373F82300030049B832D49C,0DF4161D8CFE17
8D800373990D659B98045B9992F5,0DF436E563F823
8D80037358B980DBA9045A6AB172,0DF479DDC82F1E
8D800373990D659B98045B9992F5,0DF4804D66F116
8D80037358B980DB810439BCC591,0DF4B5CB5A1041
8D80037358B984936684011324BE,0DF4F720D00114
8D800373F82300030049B832D49C,0DF55A8D0B551B
8D80037358B98492E08395D3DA68,0DF5C12E681315
8D800373EA466858013C083877C8,0DF5E08D8AC712
8D800373990D659B78045BBC1223,0DF60D102EF619
8D80037358B980DA6B035A1038DC,0DF649C53EC918
8D800373990D659B78045BBC1223,0DF64F785F581D
8D800373990D659B78045BBC1223,0DF68B01820B37
8D80037358B98492528323BC4DFB,0DF68F72661C3C
8D800373F82300030049B832D49C,0DF6983F9CCD13
8D800373990D659B78045BBC1223,0DF701C66E0B12
8D80037358B98491FC82DF268816,0DF70DA2182C1C
8D800373EA466858013C083877C8,0DF7230AB33419
8D800373990D659B78045BBC1223,0DF74047B29D18
8D80037358B98491D282BCDC0573,0DF74C65B26E15
8D80037358B98491A68299079993,0DF78CD750CB14
8D800373990D659B78045BBC1223,0DF7C461D78740
8D800373EA466858013C083877C8,0DF7C549B2B11D
8D800373990D659B78045BBC1223,0DF8007BB6883F
8D80037358B980D93B026434FBC2,0DF8048A1D6739
8D800373990D659B78045BBC1223,0DF8400DCDEF32
8D80037358B98491008213837226,0DF8844B455431
8D800373EA466858013C083877C8,0DF907DF84A839
8D80037358B98490A481C926B97A,0DF908B0BE1E2D
8D80037358B984904A8180BD6527,0DF98E453EF534
8D800373990D659B78045BBC1223,0DFA37030C8F34
8D800373990D649B78045BBF18ED,0DFA6CCC5ACD30
8D80037358B9848F9680EF66E4DF,0DFA97DB449230
8D800373990D619C38045BE933F0,0DFD788F7C4A15
8D80037358B980D2C2FD507301C8,0E012FE9D27926
8D80037358B9848A967D1005BBFF,0E01C22FAAF637
8D800373230490F7C36820A771DB,0E01C6F9562434
8D800373EA466858013C083877C8,0E01CB420ABC2B
8D800373EA466858013C083877C8,0E03A7630F0F3C
8D800373230490F7C36820A771DB,0E0436ED186139
8D800373F82300030049B832D49C,0E045545B97811
8D800373990D609C50045B4B1F4D,0E04CA7572161B
8D80037358B970D01EFB480DD890,0E04E3EFA2B017
8D800373990D609C50045B4B1F4D,0E0502CF8C581B
8D80037358B97488387B3E730F0B,0E05221B6FFC1D
8D800373990D609C50045B4B1F4D,0E053334DB6E19
8D80037358B97488087B191526A6,0E0564B5190B1B
8D800373990D609C50085B03454D,0E0580BFA95E19
8D800373F82300030049B832D49C,0E0597C706EE1C
8D80037358B970CF94FADE573C01,0E05A6544C5D47
8D800373990D609C50085B03454D,0E05B8C19C0420
8D800373990D609C50085B03454D,0E05FB6BAAE316
8D800373EA466858013C083877C8,0E062263561D37
8D80037358B970CF34FA95045F9B,0E0629DB9E5D20
8D800373990D609C50085B03454D,0E06418F529017
8D80037358B980CEDEFA526DA8B9,0E06A3A696FB11
8D800373230490F7C36820A771DB,0E06B3FD825017
8D800373EA466858013C083877C8,0E06C52DA23E17
8D800373990D609C50085B03454D,0E06C769A32A1C
8D800373F82300030049B832D49C,0E06D9DA65B114
8D80037358B980CEB2FA30F98105,0E06E29B277B33
8D800373990D609C50085B03454D,0E070D5A180B22
8D80037358B98486D27A2B6360E2,0E071F12250C1F
8D800373990D609C50085B03454D,0E074DDE241E23
8D80037358B980CE58F9EB40E0DF,0E0760C1DA5229
8D800373EA466858013C083877C8,0E076319BA5F23
8D800373990D609C50085B03454D,0E07933AA2F21E
8D800373E1051700000000EED15A,0E07B2C3C53C15
8D800373990D609C50085B03454D,0E07CF84E1EC1E
8D800373EA466858013C083877C8,0E0803EF4BBC1C
8D800373990D609C50085B03454D,0E08112262EA21
8D800373F82300030049B832D49C,0E0817D961A913
8D80037358B980CD9AF958BE7CED,0E0869C461D13A
8D80037358B98485BE795799ECB2,0E08A818AA4538
8D800373990D609C50045B4B1F4D,0E091566094214
8D800373F82300030049B832D49C,0E095DD5D42E32
8D80037358B980CCE0F8C8FBA0C7,0E0970E39DAE3C
8D800373990D609C50045B4B1F4D,0E099D4E3E4732
8D800373990D609C50045B4B1F4D,0E09DCA6BC901D
8D800373EA466858013C083877C8,0E09E1D9865439
8D80037358B98484DC78A8923418,0E09EB9D91BE15
8D800373990D609C50045B4B1F4D,0E0A2087742F17
8D80037358B980CC58F860E18947,0E0A2D63868210
8D800373990D609C50045B4B1F4D,0E0A640E9E7316
8D800373EA466858013C083877C8,0E0A80C694CA1B
8D800373F82300030049B832D49C,0E0A9E4C570C3F
8D800373990D609C50045B4B1F4D,0E0AA55DF9E415
8D80037358B980CBFAF81884799C,0E0AB10EB10617
8D800373990D609C58045B25BD45,0E0AE99A925319
8D800373EA466858013C083877C8,0E0B2083E78E1B
8D800373990D609C50045B4B1F4D,0E0B27D9CD4116
8D80037358B98483F877FA6AD8AF,0E0B2D89BCEB15
8D800373990D609C50045B4B1F4D,0E0B66E4405A17
8D80037358B980CB74F7B18F292A,0E0B6E89457C16
8D800373990D609C58045B25BD45,0E0BA8CD02BA17
8D800373EA466858013C083877C8,0E0BBA2032A014
