Icao,Message,Timestamp,Receiver,df,Receiver IP
702075,5D702075B50D47,11EEF69C2B952D,1,11,192.168.30.27
70206C,5D70206C4A69FA,11EEFAD172B988,1,11,192.168.30.27
70209E,5D70209E4FD129,11EF074948C144,2,11,192.168.101.3
7020A2,5D7020A24EB81B,11EF0779571FB1,2,11,192.168.101.3
702097,5D702097B0554C,11EF07ED5F494C,2,11,192.168.101.3
800C11,5D800C1139AD6E,11EF002435E549,1,11,192.168.30.27
800C0B,5D800C0B3921C1,11EF0FC4C9A936,1,11,192.168.30.27
702085,5D702085B0A98F,11EF0AFCFA2160,2,11,192.168.101.3
800C0B,5D800C0B3921C7,11EF1126AB7934,1,11,192.168.30.27
70206C,5D70206C4A69FA,11EF0C4D38038E,2,11,192.168.101.3
680002,5D680002C5DD7C,11EF12A3D0D631,1,11,192.168.30.27
680002,5D680002C5DD7C,11EF15C2E6E131,1,11,192.168.30.27
702C0A,5D702C0A005507,11EF164AF32069,1,11,192.168.30.27
800BB1,5D800BB1154A9E,11EF1BD7D62246,2,11,192.168.101.3
8005F0,5D8005F0BD7CFF,11EF22CC21FE29,2,11,192.168.101.3
8005F0,5D8005F0BD7CF7,11EF22CC220E41,2,11,192.168.101.3
70206D,5D70206DB59DF3,11EF22F7488089,2,11,192.168.101.3
702C09,5D702C09FFBD15,11EF23B1D62252,2,11,192.168.101.3
680002,5D680002C5DD7A,11EF2538D34510,2,11,192.168.101.3
8013E6,5D8013E6794D02,11EF2B47ED9B41,1,11,192.168.30.27
801410,5D80141056ED6C,11EF2B92CB9F35,1,11,192.168.30.27
70209E,5D70209E4FD129,11EF3829C91235,2,11,192.168.101.3
7BD01B,5D7BD01B94C122,11EF385FFB573D,2,11,192.168.101.3
801410,5D80141056ED6C,11EF2E88D05B34,1,11,192.168.30.27
8005F0,5D8005F0BD7CF9,11EF30207A1D25,1,11,192.168.30.27
801410,5D80141056ED67,11EF30B708882E,1,11,192.168.30.27
800DAA,5D800DAACE1F38,11EF3A5720A325,2,11,192.168.101.3
8005F0,5D8005F0BD7CF9,11EF326E6E6F27,1,11,192.168.30.27
800C74,5D800C74C42381,11EF356B421634,1,11,192.168.30.27
702085,5D702085B0A98F,11EF4269D56765,2,11,192.168.101.3
800C11,5D800C1139AD6E,11EF43277DF422,2,11,192.168.101.3
800C3C,5D800C3CC7D083,11EF4AD82F9D17,1,11,192.168.30.27
70206C,5D70206C4A69FA,11EF4AE1A25097,1,11,192.168.30.27
702097,5D702097B0554C,11EF44F0D7125A,2,11,192.168.101.3
702075,5D702075B50D47,11EF4523560317,2,11,192.168.101.3
7BD01B,5D7BD01B94C12C,11EF4C09AF021B,1,11,192.168.30.27
7020A2,5D7020A24EB81B,11EF46E0B14EB2,2,11,192.168.101.3
800C3C,5D800C3CC7D093,11EF48AC11381C,2,11,192.168.101.3
800C3C,5D800C3CC7D083,11EF48AC114738,2,11,192.168.101.3
484416,5D484416C4C7AF,11EF5A95A1D214,2,11,192.168.101.3
702075,5D702075B50D02,11EF5B1CFD201E,2,11,192.168.101.3
702075,5D702075B50D02,11EF5B92A3A836,2,11,192.168.101.3
702C0A,5D702C0A005507,11EF5BC8A63279,2,11,192.168.101.3
702075,5D702075B50D02,11EF5C09921142,2,11,192.168.101.3
702075,5D702075B50D02,11EF5C7FDD553A,2,11,192.168.101.3
702075,5D702075B50D02,11EF5ED0CE3D20,2,11,192.168.101.3
800C0B,5D800C0B3921C1,11EF51DAE38535,1,11,192.168.30.27
800C74,5D800C74C4238A,11EF5F1FA59739,2,11,192.168.101.3
8005F0,5D8005F0BD7CD7,11EF5F39179114,2,11,192.168.101.3
800C11,5D800C1139AD60,11EF60A8DCDC26,2,11,192.168.101.3
7705C5,5D7705C59A78A1,11EF60F9E48325,2,11,192.168.101.3
70206D,5D70206DB59DF3,11EF618B62F86E,2,11,192.168.101.3
800C11,5D800C1139AD60,11EF61A0A75E32,2,11,192.168.101.3
702099,5D702099B0010D,11EF549AEB458A,1,11,192.168.30.27
800C11,5D800C1139AD60,11EF62CFB9002F,2,11,192.168.101.3
800C11,5D800C1139AD68,11EF62CFB90F4E,2,11,192.168.101.3
680002,5D680002C5DD7A,11EF63754CF041,2,11,192.168.101.3
800C11,5D800C1139AD60,11EF63C8597024,2,11,192.168.101.3
702075,5D702075B50D02,11EF5768F50520,1,11,192.168.30.27
800BB1,5D800BB1154A9E,11EF67C2F5994C,2,11,192.168.101.3
702075,5D702075B50D02,11EF5855C8A520,1,11,192.168.30.27
702C09,5D702C09FFBD15,11EF68C75BF312,2,11,192.168.101.3
801410,5D80141056ED69,11EF69A4C6EF51,2,11,192.168.101.3
702075,5D702075B50D02,11EF59429C451C,1,11,192.168.30.27
801410,5D80141056ED69,11EF6A9FAD675C,2,11,192.168.101.3
800602,5D800602AAD2A4,11EF6AD97F1914,2,11,192.168.101.3
702075,5D702075B50D02,11EF5A30677420,1,11,192.168.30.27
801410,5D80141056ED69,11EF6BC8F29956,2,11,192.168.101.3
801410,5D80141056ED69,11EF6CC7575B53,2,11,192.168.101.3
70209E,5D70209E4FD129,11EF6E07C27445,2,11,192.168.101.3
8013E6,5D8013E6794D02,11EF7179496A36,2,11,192.168.101.3
801410,5D80141056ED67,11EF73997DF156,2,11,192.168.101.3
70209E,5D70209E4FD127,11EF77854D7843,1,11,192.168.30.27
702C09,5D702C09FFBD1B,11EF8569B9C94F,2,11,192.168.101.3
70209E,5D70209E4FD127,11EF78B17C934C,1,11,192.168.30.27
800C11,5D800C1139AD6E,11EF797478A744,1,11,192.168.30.27
70209E,5D70209E4FD123,11EF79E119CB43,1,11,192.168.30.27
702085,5D702085B0A981,11EF79E205B271,1,11,192.168.30.27
702C09,5D702C09FFBD1B,11EF86606E094A,2,11,192.168.101.3
702085,5D702085B0A981,11EF7B0ACF4B51,1,11,192.168.30.27
70206C,5D70206C4A69FA,11EF8713717E94,2,11,192.168.101.3
800DAA,5D800DAACE1F3E,11EF8772CB291F,2,11,192.168.101.3
702085,5D702085B0A981,11EF806C030F5E,1,11,192.168.30.27
702085,5D702085B0A98F,11EF8083FD4E4C,1,11,192.168.30.27
702097,5D702097B0554C,11EF8144240A65,1,11,192.168.30.27
702075,5D702075B50D47,11EF87D21B1F24,2,11,192.168.101.3
800C0B,5D800C0B3921C1,11EF88054DEF39,2,11,192.168.101.3
702097,5D702097B0554C,11EF8238269852,1,11,192.168.30.27
800DAA,5D800DAACE1F3E,11EF881577B129,2,11,192.168.101.3
702C09,5D702C09FFBD1B,11EF8343FC4452,1,11,192.168.30.27
702C09,5D702C09FFBD1B,11EF843E058B47,1,11,192.168.30.27
70206D,5D70206DB59DFD,11EF893E2D168A,2,11,192.168.101.3
800BB1,5D800BB1154A90,11EF91381D3B50,1,11,192.168.30.27
702097,5D702097B05542,11EF913B0B7A66,1,11,192.168.30.27
800BB1,5D800BB1154A90,11EF9257D5CA54,1,11,192.168.30.27
800655,5D800655566138,11EF94277F2D52,1,11,192.168.30.27
70206D,5D70206DB59DFD,11EF8B985F328F,2,11,192.168.101.3
800655,5D800655566136,11EF8B9EE2405F,2,11,192.168.101.3
7020A2,5D7020A24EB81B,11EF8BA6232FB9,2,11,192.168.101.3
702099,5D702099B00103,11EF8CBD267E8C,2,11,192.168.101.3
8005F0,5D8005F0BD7CF7,11EF9C3D962B28,1,11,192.168.30.27
702099,5D702099B0010D,11EF9C5417F366,1,11,192.168.30.27
800655,5D800655566136,11EF8DFA85BE47,2,11,192.168.101.3
702097,5D702097B05542,11EF8EEE77735A,2,11,192.168.101.3
800BB1,5D800BB1154A90,11EF90172D564C,2,11,192.168.101.3
80139F,5D80139F846B6F,11EF90B27D5945,2,11,192.168.101.3
7705C5,5D7705C59A78AE,11EF9FE0166C22,2,11,192.168.101.3
7705C5,5D7705C59A78A1,11EFA058846025,2,11,192.168.101.3
7705C5,5D7705C59A78AE,11EFA090EFEB25,2,11,192.168.101.3
702C0A,5D702C0A005507,11EFA13184BF5C,2,11,192.168.101.3
7705C5,5D7705C59A78AE,11EFA141C9D821,2,11,192.168.101.3
702075,5D702075B50D49,11EFA1EA24F72B,2,11,192.168.101.3
702075,5D702075B50D49,11EFA31685922B,2,11,192.168.101.3
702075,5D702075B50D49,11EFA43DB4D529,2,11,192.168.101.3
484416,5D484416C4C7AF,11EFA56BB30322,2,11,192.168.101.3
70206D,5D70206DB59DF3,11EFA6529BBF82,2,11,192.168.101.3
484416,5D484416C4C7EA,11EFA74A505822,2,11,192.168.101.3
484416,5D484416C4C7EA,11EFA7C0F58322,2,11,192.168.101.3
484416,5D484416C4C7EA,11EFA923E9EC25,2,11,192.168.101.3
484416,5D484416C4C7EA,11EFAA113C511F,2,11,192.168.101.3
70209E,5D70209E4FD129,11EFABA582E237,2,11,192.168.101.3
484416,5D484416C4C7A1,11EFB308BCC120,1,11,192.168.30.27
800BB1,5D800BB1154A9E,11EFB314F1154E,1,11,192.168.30.27
484416,5D484416C4C7EA,11EFAC62551421,2,11,192.168.101.3
484416,5D484416C4C7A0,11EFB43D82D51F,1,11,192.168.30.27
484416,5D484416C4C7A1,11EFB43D82E546,1,11,192.168.30.27
80139F,5D80139F846B60,11EFB495849E2C,1,11,192.168.30.27
80139F,5D80139F846B60,11EFB5465EAB48,1,11,192.168.30.27
800C74,5D800C74C42381,11EFAF2514A12E,2,11,192.168.101.3
484416,5D484416C4C7A1,11EFB1D676DE1E,2,11,192.168.101.3
702C09,5D702C09FFBD15,11EFB218123853,2,11,192.168.101.3
702085,5D702085B0A98F,11EFB21F10FD54,2,11,192.168.101.3
702097,5D702097B0554C,11EFB5D0BC1D60,2,11,192.168.101.3
80139F,5D80139F846B60,11EFB5F743C32B,2,11,192.168.101.3
800DAA,5D800DAACE1F38,11EFC379FC4D26,1,11,192.168.30.27
800C11,5D800C1139AD6E,11EFC3B3ED4030,1,11,192.168.30.27
801410,5D80141056ED67,11EFB829634440,2,11,192.168.101.3
800C11,5D800C1139AD61,11EFC6F30DBE44,1,11,192.168.30.27
800C11,5D800C1139AD61,11EFC854B5B13F,1,11,192.168.30.27
7020A2,5D7020A24EB81B,11EFC9433AF9BB,1,11,192.168.30.27
801410,5D80141056ED68,11EFD1FDA44F40,2,11,192.168.101.3
801410,5D80141056ED68,11EFD2AE43664C,2,11,192.168.101.3
801410,5D80141056ED68,11EFD35F05B454,2,11,192.168.101.3
800C0B,5D800C0B3921C1,11EFCC817FBD3C,1,11,192.168.30.27
70206C,5D70206C4A69F5,11EFCD19A4E592,1,11,192.168.30.27
801410,5D80141056ED68,11EFD4C07E7950,2,11,192.168.101.3
70206C,5D70206C4A69F5,11EFCDCA5B6C91,1,11,192.168.30.27
70206C,5D70206C4A69F5,11EFCE7B1DBA94,1,11,192.168.30.27
800C74,5D800C74C4238F,11EFD8CCE23538,2,11,192.168.101.3
800C74,5D800C74C4238F,11EFD9BBC48135,2,11,192.168.101.3
80139F,5D80139F846B6D,11EFD9F34D7C36,2,11,192.168.101.3
800C74,5D800C74C4238F,11EFDAEEB6C033,2,11,192.168.101.3
7705C5,5D7705C59A78AF,11EFDAF340DC18,2,11,192.168.101.3
70206C,5D70206C4A69FA,11EFD1940EF49B,1,11,192.168.30.27
800C74,5D800C74C4238F,11EFDC19D74A31,2,11,192.168.101.3
8005F0,5D8005F0BD7CF7,11EFDC3E344F3A,2,11,192.168.101.3
702099,5D702099B0010D,11EFDF3E3DAE8F,2,11,192.168.101.3
800655,5D800655566138,11EFE012A06966,2,11,192.168.101.3
8013E6,5D8013E6794D02,11EFE13B7B6748,2,11,192.168.101.3
70206D,5D70206DB59DF3,11EFE46CBF125C,2,11,192.168.101.3
702C0A,5D702C0A005507,11EFE5B5400E81,2,11,192.168.101.3
7705C5,5D7705C59A78A1,11EFE609FBA51E,2,11,192.168.101.3
800C3C,5D800C3CC7D08D,11EFE648A0F015,2,11,192.168.101.3
484416,5D484416C4C7AF,11EFE6B8CA9F19,2,11,192.168.101.3
800602,5D800602AAD2A4,11EFE8770A2F1E,2,11,192.168.101.3
680002,5D680002C5DD7A,11EFE9788B923E,2,11,192.168.101.3
7705C5,5D7705C59A78AF,11EFEE07DB8A20,1,11,192.168.30.27
800DAA,5D800DAACE1F37,11EFEE2A6B9020,1,11,192.168.30.27
70209E,5D70209E4FD129,11EFEEA0CB6541,1,11,192.168.30.27
800DAA,5D800DAACE1F37,11EFEEDB686624,1,11,192.168.30.27
7705C5,5D7705C59A78AF,11EFEF0073EC23,1,11,192.168.30.27
800BB1,5D800BB1154A9C,11EFEF80E85250,1,11,192.168.30.27
800BB1,5D800BB1154A9E,11EFEF80E86268,1,11,192.168.30.27
7705C5,5D7705C59A78AF,11EFEBE2D27020,2,11,192.168.101.3
801410,5D80141056ED67,11EFF016AB2049,1,11,192.168.30.27
800DAA,5D800DAACE1F37,11EFF03CC9CB28,1,11,192.168.30.27
702097,5D702097B0554C,11EFECDEAF7D61,2,11,192.168.101.3
7705C5,5D7705C59A78AF,11EFED0D98B51E,2,11,192.168.101.3
702085,5D702085B0A98F,11EFF220E6D650,1,11,192.168.30.27
800C11,5D800C1139AD68,11EFF5EC436B46,2,11,192.168.101.3
702C09,5D702C09FFBD15,11EFF345B9E936,1,11,192.168.30.27
801410,5D80141056ED61,11EFF6E7C89443,2,11,192.168.101.3
800C74,5D800C74C42381,11EFF3AD18DD3E,1,11,192.168.30.27
7BD01B,5D7BD01B94C124,11EFF7176EB215,2,11,192.168.101.3
800C0B,5D800C0B3921C1,11EFF7D00A0939,2,11,192.168.101.3
7BD01B,5D7BD01B94C102,11EFF480801116,1,11,192.168.30.27
7BD01B,5D7BD01B94C12C,11EFF816E2B119,2,11,192.168.101.3
680002,5D680002C5DD7A,11EFF8AA37EB19,2,11,192.168.101.3
800C0B,5D800C0B3921C1,11EFF8ACFD253F,2,11,192.168.101.3
801410,5D80141056ED61,11EFF92AE4F546,2,11,192.168.101.3
7020A4,5D7020A44E9C36,11EFF94DA74687,2,11,192.168.101.3
680002,5D680002C5DD7A,11EFF987CEE813,2,11,192.168.101.3
680002,5D680002C5DD7A,11EFFA6AA6131B,2,11,192.168.101.3
800C0B,5D800C0B3921C1,11EFFA6D6B8C3B,2,11,192.168.101.3
800C0B,5D800C0B3921C1,11F0009DAE8440,2,11,192.168.101.3
800C0B,5D800C0B3921C1,11F0017B7CAE3A,2,11,192.168.101.3
680002,5D680002C5DD7A,11F00425431B13,2,11,192.168.101.3
800DAA,5D800DAACE1F3E,11F005027C8723,2,11,192.168.101.3
800C0B,5D800C0B3921C1,11F00556D77F39,2,11,192.168.101.3
680002,5D680002C5DD7A,11F005EC027319,2,11,192.168.101.3
800DAA,5D800DAACE1F3E,11F0064802C125,2,11,192.168.101.3
800DAA,5D800DAACE1F3E,11F00A32CA9C2A,2,11,192.168.101.3
800C71,5D800C713BEFBE,11F00A9943172C,2,11,192.168.101.3
800C11,5D800C1139AD6E,11F00AF3FDE64A,2,11,192.168.101.3
800DAA,5D800DAACE1F3E,11F00CBE530728,2,11,192.168.101.3
7020A2,5D7020A24EB81B,11F0119C075BAC,2,11,192.168.101.3
800C0B,5D800C0B3921C7,11F01416F72E38,2,11,192.168.101.3
702075,5D702075B50D47,11F014EF1D881D,2,11,192.168.101.3
800C0B,5D800C0B3921C7,11F0158DDC2438,2,11,192.168.101.3
70206C,5D70206C4A69FA,11F01C14ACD79D,2,11,192.168.101.3
8005F0,5D8005F0BD7CF7,11F01CD780253B,2,11,192.168.101.3
80139F,5D80139F846B67,11F01D830C773E,2,11,192.168.101.3
8013E6,5D8013E6794D02,11F01F241FE424,2,11,192.168.101.3
7705C5,5D7705C59A78A1,11F01FC8040144,2,11,192.168.101.3
702C0A,5D702C0A005503,11F0222AC0652F,2,11,192.168.101.3
702C0A,5D702C0A005507,11F0222AC07551,2,11,192.168.101.3
801410,5D80141056ED67,11F02242AEAD45,2,11,192.168.101.3
801410,5D80141056ED67,11F0240557643F,2,11,192.168.101.3
702099,5D702099B0010D,11F02406457D6E,2,11,192.168.101.3
702097,5D702097B0554C,11F0249209E25D,2,11,192.168.101.3
801410,5D80141056ED67,11F026B323E745,2,11,192.168.101.3
801410,5D80141056ED67,11F02873F00E45,2,11,192.168.101.3
680002,5D680002C5DD7A,11F02A18A38413,2,11,192.168.101.3
800BB1,5D800BB1154A9E,11F02A25220153,2,11,192.168.101.3
801410,5D80141056ED67,11F02B1BC18043,2,11,192.168.101.3
800655,5D800655566138,11F02BFDB3E952,2,11,192.168.101.3
7705C5,5D7705C59A78E4,11F02D8E317C24,2,11,192.168.101.3
70206D,5D70206DB59DF3,11F02DF8F9BA7D,2,11,192.168.101.3
7705C5,5D7705C59A78E4,11F02E04869327,2,11,192.168.101.3
484416,5D484416C4C7AF,11F02E4728601E,2,11,192.168.101.3
7705C5,5D7705C59A78E4,11F02E7BD18429,2,11,192.168.101.3
801410,5D80141056ED67,11F0309A8E7E4A,2,11,192.168.101.3
7705C5,5D7705C59A78E4,11F031432B4A22,2,11,192.168.101.3
800BB1,5D800BB1154A9E,11F0315ADB8F59,2,11,192.168.101.3
7705C5,5D7705C59A78E4,11F031B927C123,2,11,192.168.101.3
8005F0,5D8005F0BD7CF9,11F031C3A9F135,2,11,192.168.101.3
8005F0,5D8005F0BD7CF9,11F032BF1C0F37,2,11,192.168.101.3
7705C5,5D7705C59A78E4,11F03392B03E23,2,11,192.168.101.3
8005F0,5D8005F0BD7CF9,11F033ED374B37,2,11,192.168.101.3
800C11,5D800C1139AD6E,11F033FEE0984A,2,11,192.168.101.3
70209E,5D70209E4FD129,11F03496CBE443,2,11,192.168.101.3
800C11,5D800C1139AD6E,11F034E2E07448,2,11,192.168.101.3
800C74,5D800C74C423C4,11F042221FDC33,1,11,192.168.30.27
7705C5,5D7705C59A78E4,11F035E3967829,2,11,192.168.101.3
800C74,5D800C74C423C4,11F0429909E02E,1,11,192.168.30.27
800C71,5D800C713BEFB0,11F042ACB7C72A,1,11,192.168.30.27
800C74,5D800C74C423C4,11F0430F4F0931,1,11,192.168.30.27
800C11,5D800C1139AD6E,11F0378EE7C843,2,11,192.168.101.3
800C71,5D800C713BEFB0,11F043DC757822,1,11,192.168.30.27
800C74,5D800C74C423C4,11F037B90EEB2D,2,11,192.168.101.3
800C74,5D800C74C42381,11F037D6E1512A,2,11,192.168.101.3
800DAA,5D800DAACE1F38,11F04467FE4B2A,1,11,192.168.30.27
800C74,5D800C74C423C4,11F0382EB6EA2B,2,11,192.168.101.3
800C71,5D800C713BEFB0,11F044CFB3EB2A,1,11,192.168.30.27
702C09,5D702C09FFBD15,11F03870140258,2,11,192.168.101.3
800C74,5D800C74C423C4,11F038A5A54331,2,11,192.168.101.3
800C74,5D800C74C423C4,11F0391BF0582C,2,11,192.168.101.3
800C11,5D800C1139AD6E,11F0395057CF46,2,11,192.168.101.3
800C74,5D800C74C423C4,11F0399330C92D,2,11,192.168.101.3
800C74,5D800C74C423C4,11F03A094CB031,2,11,192.168.101.3
800C74,5D800C74C423C4,11F03AF5D65628,2,11,192.168.101.3
800C74,5D800C74C423C4,11F03B6CE82631,2,11,192.168.101.3
800C11,5D800C1139AD6E,11F0405C84434A,2,11,192.168.101.3
800C74,5D800C74C423C4,11F040BFEFAE31,2,11,192.168.101.3
800C74,5D800C74C423C4,11F04135E49431,2,11,192.168.101.3
800C74,5D800C74C423C4,11F041AC7D3C33,2,11,192.168.101.3
800C71,5D800C713BEFB0,11F041B5C1DB22,2,11,192.168.101.3
80139F,5D80139F846B61,11F04C3FC83143,2,11,192.168.101.3
800C3C,5D800C3CC7D083,11F04C4E09AB39,2,11,192.168.101.3
800C0B,5D800C0B3921C1,11F04C81C36D35,2,11,192.168.101.3
7020A2,5D7020A24EB81B,11F04779A55FB2,1,11,192.168.30.27
702085,5D702085B0A98F,11F0482D4DCD3E,1,11,192.168.30.27
7BD01B,5D7BD01B94C12C,11F04D8068353C,2,11,192.168.101.3
800C3C,5D800C3CC7D083,11F04D81D94A16,2,11,192.168.101.3
800C3C,5D800C3CC7D083,11F04A2A50EE14,1,11,192.168.30.27
80139F,5D80139F846B61,11F04EA70D3919,2,11,192.168.101.3
800C3C,5D800C3CC7D083,11F04B22AFC13B,1,11,192.168.30.27
8005F0,5D8005F0BD7CF7,11F0521CA5FE25,2,11,192.168.101.3
702075,5D702075B50D47,11F052406F3F21,2,11,192.168.101.3
7705C5,5D7705C59A78A1,11F0547507FE24,2,11,192.168.101.3
800C3C,5D800C3CC7D08D,11F057AEA13419,2,11,192.168.101.3
7BD01B,5D7BD01B94C122,11F05932C7A839,2,11,192.168.101.3
702097,5D702097B0554C,11F059D18F7C5C,2,11,192.168.101.3
70206C,5D70206C4A69FA,11F05C1751A99F,2,11,192.168.101.3
7BD01B,5D7BD01B94C102,11F05CBA34253E,2,11,192.168.101.3
7BD01B,5D7BD01B94C122,11F05E80BD1C38,2,11,192.168.101.3
70206D,5D70206DB59DF3,11F06026C16C6C,2,11,192.168.101.3
800C11,5D800C1139AD60,11F06145F14334,2,11,192.168.101.3
800602,5D800602AAD2A4,11F061E8754421,2,11,192.168.101.3
800C11,5D800C1139AD60,11F0633AD8B535,2,11,192.168.101.3
702099,5D702099B0010D,11F06370B7D893,2,11,192.168.101.3
800C11,5D800C1139AD60,11F065681E3431,2,11,192.168.101.3
800C11,5D800C1139AD60,11F0665CA4D633,2,11,192.168.101.3
70209E,5D70209E4FD129,11F068B99CE84A,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,11F069102A9F3B,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,11F06986DB0634,2,11,192.168.101.3
702C0A,5D702C0A005507,11F069EFB52072,2,11,192.168.101.3
800BB1,5D800BB1154ADB,11F06A5CC7CB4D,2,11,192.168.101.3
70209E,5D70209E4FD16C,11F075F3CD2A4D,1,11,192.168.30.27
8005F0,5D8005F0BD7CB2,11F06A7397743A,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,11F06B61484538,2,11,192.168.101.3
800BB1,5D800BB1154ADB,11F06BC07D6053,2,11,192.168.101.3
680002,5D680002C5DD7A,11F06BE90B9442,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,11F06CC3A7533B,2,11,192.168.101.3
800BB1,5D800BB1154ADB,11F06D23D2C54B,2,11,192.168.101.3
801410,5D80141056ED49,11F06D618AD26D,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,11F06DB0F87038,2,11,192.168.101.3
8005F0,5D8005F0BD7CE2,11F06E2844A953,2,11,192.168.101.3
800D2F,5D800D2F36D582,11F06E31B08638,2,11,192.168.101.3
800BB1,5D800BB1154ADB,11F06E8789C24F,2,11,192.168.101.3
801410,5D80141056ED69,11F06E9236BB49,2,11,192.168.101.3
800BB1,5D800BB1154ADB,11F06F74041749,2,11,192.168.101.3
800BB1,5D800BB1154A9E,11F06F82127A4B,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,11F06F8AD30438,2,11,192.168.101.3
800BB1,5D800BB1154ADB,11F06FEB0E165F,2,11,192.168.101.3
7BD01B,5D7BD01B94C102,11F07007D4D91B,2,11,192.168.101.3
7BD01B,5D7BD01B94C122,11F07007D4E939,2,11,192.168.101.3
800BB1,5D800BB1154ADB,11F070D8D06C45,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,11F070EF9F2A38,2,11,192.168.101.3
800BB1,5D800BB1154ADB,11F0723B15D74C,2,11,192.168.101.3
800BB1,5D800BB1154ADB,11F072B2072E56,2,11,192.168.101.3
70209E,5D70209E4FD16C,11F0766B2BE244,2,11,192.168.101.3
70209E,5D70209E4FD16C,11F076E1232949,2,11,192.168.101.3
702C09,5D702C09FFBD1B,11F0850EBF914D,1,11,192.168.30.27
484416,5D484416C4C7AF,11F07744F85A19,2,11,192.168.101.3
70209E,5D70209E4FD16C,11F07757BE904A,2,11,192.168.101.3
80139F,5D80139F846B2A,11F077D7711E2B,2,11,192.168.101.3
800655,5D800655566138,11F077E8D60F55,2,11,192.168.101.3
702C09,5D702C09FFBD1B,11F0860AEE6753,1,11,192.168.30.27
70209E,5D70209E4FD16C,11F07844513F44,2,11,192.168.101.3
800C11,5D800C1139AD6E,11F0866A135649,1,11,192.168.30.27
70209E,5D70209E4FD16C,11F078BA9ADD44,2,11,192.168.101.3
80139F,5D80139F846B2A,11F078C4A81B2B,2,11,192.168.101.3
70209E,5D70209E4FD16C,11F07931DA4545,2,11,192.168.101.3
80139F,5D80139F846B2A,11F0793BE7542C,2,11,192.168.101.3
801410,5D80141056ED67,11F079A0993850,2,11,192.168.101.3
80139F,5D80139F846B2A,11F07A28C0142F,2,11,192.168.101.3
70209E,5D70209E4FD127,11F07A406F5F45,2,11,192.168.101.3
70209E,5D70209E4FD16C,11F07A947CF343,2,11,192.168.101.3
80139F,5D80139F846B2A,11F07A9E89C42B,2,11,192.168.101.3
80139F,5D80139F846B2A,11F07B159A8A2A,2,11,192.168.101.3
70209E,5D70209E4FD129,11F07B2606B445,2,11,192.168.101.3
70209E,5D70209E4FD127,11F07B75E1544B,2,11,192.168.101.3
702085,5D702085B0A981,11F07B76CCFC72,2,11,192.168.101.3
70209E,5D70209E4FD16C,11F07B81FA4144,2,11,192.168.101.3
7020A2,5D7020A24EB81B,11F08052CE5DB6,2,11,192.168.101.3
80139F,5D80139F846B2A,11F080689FA12A,2,11,192.168.101.3
70209E,5D70209E4FD16C,11F080D4864F48,2,11,192.168.101.3
70209E,5D70209E4FD16C,11F0814B1DBF47,2,11,192.168.101.3
800C74,5D800C74C42381,11F08188E59A16,2,11,192.168.101.3
80139F,5D80139F846B2A,11F081CACBE732,2,11,192.168.101.3
702085,5D702085B0A981,11F0822C6F5344,2,11,192.168.101.3
800BB1,5D800BB1154A90,11F091C396FB54,2,11,192.168.101.3
702097,5D702097B05542,11F091C68DC551,2,11,192.168.101.3
702C09,5D702C09FFBD1B,11F087396C8350,1,11,192.168.30.27
702C09,5D702C09FFBD1B,11F0883561FA55,1,11,192.168.30.27
800C71,5D800C713BEFFB,11F088CA888922,1,11,192.168.30.27
800BB1,5D800BB1154A90,11F092F0BC5E47,2,11,192.168.101.3
702097,5D702097B05542,11F092F3B3284B,2,11,192.168.101.3
800C71,5D800C713BEFFB,11F089B72DC629,1,11,192.168.30.27
800C71,5D800C713BEFFB,11F08A2D806C24,1,11,192.168.30.27
800C71,5D800C713BEFFB,11F08AA4C93A42,1,11,192.168.30.27
70206D,5D70206DB59DFD,11F08B292D228B,1,11,192.168.30.27
800C0B,5D800C0B3921C1,11F08B4D01DD3A,1,11,192.168.30.27
800C71,5D800C713BEFFB,11F08B91826C2E,1,11,192.168.30.27
70206D,5D70206DB59DFD,11F08C56192583,1,11,192.168.30.27
800C71,5D800C713BEFFB,11F08C7E3C692E,1,11,192.168.30.27
800655,5D800655566136,11F08D80BC7055,1,11,192.168.30.27
702099,5D702099B00103,11F08E9DE0694A,1,11,192.168.30.27
800655,5D800655566136,11F08EA4A74642,1,11,192.168.30.27
800655,5D800655566136,11F08FA46D0E3C,1,11,192.168.30.27
702097,5D702097B05542,11F09098A39C58,1,11,192.168.30.27
800BB1,5D800BB1154A90,11F0941D0C6E53,1,11,192.168.30.27
8005F0,5D8005F0BD7CF7,11F096497FBA39,1,11,192.168.30.27
70206C,5D70206C4A69FA,11F0984934CCAC,1,11,192.168.30.27
800C3C,5D800C3CC7D0C8,11F09887E2F017,1,11,192.168.30.27
702075,5D702075B50D47,11F0991B4FC82D,1,11,192.168.30.27
800C3C,5D800C3CC7D0C8,11F099EA1F441C,1,11,192.168.30.27
7BD01B,5D7BD01B94C167,11F09A5F38601D,1,11,192.168.30.27
800C3C,5D800C3CC7D0C8,11F09AD758F11C,1,11,192.168.30.27
