Icao,Message,Timestamp,Receiver,df,Receiver IP
485785,5D485785CE0725,127227C5D93936,1,11,192.168.30.27
800D2F,5D800D2F36D5C9,12722A1512AD23,1,11,192.168.30.27
70209E,5D70209E4FD103,1272389EF03922,2,11,192.168.101.3
70209E,5D70209E4FD123,1272389EF0483F,2,11,192.168.101.3
485785,5D485785CE0720,1272394B3A2E34,2,11,192.168.101.3
70209E,5D70209E4FD123,127239D0F48E45,2,11,192.168.101.3
8005F0,5D8005F0BD7CF9,1272324C27C627,1,11,192.168.30.27
800C74,5D800C74C42381,127232EFAF4D54,1,11,192.168.30.27
8005F0,5D8005F0BD7CF9,1272337A8D0B4C,1,11,192.168.30.27
8005F0,5D8005F0BD7CF9,1272347B79FE26,1,11,192.168.30.27
801410,5D80141056ED67,127235E7CCE63D,1,11,192.168.30.27
702C0A,5D702C0A005507,12723B755DFB3D,2,11,192.168.101.3
800C11,5D800C1139AD6E,12723627EF4C43,1,11,192.168.30.27
800DAA,5D800DAACE1F38,12724055388752,2,11,192.168.101.3
70209E,5D70209E4FD107,12723775304940,1,11,192.168.30.27
702075,5D702075B50D47,127243BAE3E75B,2,11,192.168.101.3
0D5BDC,5D0D5BDCCAC7EF,127246DFF65A2B,1,11,192.168.30.27
06A2C7,5F06A2C73FFE9B,1272480B759EEA,1,11,192.168.30.27
4BA893,5F4BA8938E0D0A,1272480E2DB9B2,1,11,192.168.30.27
70209E,5D70209E4FD129,12724BD55B034C,2,11,192.168.101.3
702085,5D702085B0A98F,12724BE12C7736,2,11,192.168.101.3
800C70,5D800C70C41BB9,127252B8E40A33,1,11,192.168.30.27
70206D,5D70206DB59DF3,127253664DC7AF,1,11,192.168.30.27
702097,5D702097B0554C,127251792CA149,2,11,192.168.101.3
702075,5D702075B50D02,12725884580449,2,11,192.168.101.3
702075,5D702075B50D02,12725971D4D547,2,11,192.168.101.3
702075,5D702075B50D02,127259E93A6243,2,11,192.168.101.3
702075,5D702075B50D02,12725AD5C7F048,2,11,192.168.101.3
70206C,5D70206C4A69FA,12725B38A41B74,2,11,192.168.101.3
702075,5D702075B50D02,12725B4B6B0D42,2,11,192.168.101.3
702075,5D702075B50D02,12725BC255BD43,2,11,192.168.101.3
702075,5D702075B50D02,12725CAFD87943,1,11,192.168.30.27
702075,5D702075B50D02,12725E1291114A,1,11,192.168.30.27
702075,5D702075B50D02,12725FEC5EB544,1,11,192.168.30.27
485785,5D485785CE0725,1272600674BF24,1,11,192.168.30.27
485785,5D485785CE0720,1272655D4C203D,2,11,192.168.101.3
485785,5D485785CE0720,1272668045FE3F,2,11,192.168.101.3
485785,5D485785CE0720,1272671161263A,2,11,192.168.101.3
485785,5D485785CE0720,127268341C843E,2,11,192.168.101.3
485785,5D485785CE0720,12726957B2D13B,2,11,192.168.101.3
7020A4,5D7020A44E9C36,12726A48536733,2,11,192.168.101.3
485785,5D485785CE0720,12726DE2EE5B3C,1,11,192.168.30.27
485785,5D485785CE0720,12726CC061DC3D,2,11,192.168.101.3
485785,5D485785CE0700,12726D50E8D336,2,11,192.168.101.3
702085,5D702085B0A981,12726EDAE4A048,1,11,192.168.30.27
485785,5D485785CE0720,12726F03FC4738,1,11,192.168.30.27
485785,5D485785CE0720,12726F9611AE38,1,11,192.168.30.27
702085,5D702085B0A981,12726FDCD80748,2,11,192.168.101.3
485785,5D485785CE0720,1272702855B639,2,11,192.168.101.3
702085,5D702085B0A981,12727116C66B47,2,11,192.168.101.3
485785,5D485785CE0720,1272714ABB1439,2,11,192.168.101.3
485785,5D485785CE0720,127271DA864C3B,2,11,192.168.101.3
702085,5D702085B0A981,1272721163674D,2,11,192.168.101.3
485785,5D485785CE0720,1272726C4D923B,2,11,192.168.101.3
801410,5D80141056ED67,12727327D86040,2,11,192.168.101.3
800C11,5D800C1139AD68,12727711B79073,1,11,192.168.30.27
702075,5D702075B50D47,12727795FC4834,1,11,192.168.30.27
800C11,5D800C1139AD60,127277E11BBA43,1,11,192.168.30.27
800DAA,5D800DAACE1F38,12728133B57033,2,11,192.168.101.3
800C11,5D800C1139AD68,12727856299B76,1,11,192.168.30.27
4BA893,5F4BA8938E0D0A,12728218445C88,2,11,192.168.101.3
70206C,5D70206C4A69F4,1272827266D37B,2,11,192.168.101.3
7020A4,5D7020A44E9C38,1272827A57E830,2,11,192.168.101.3
800C11,5D800C1139AD60,127278E055DC3D,1,11,192.168.30.27
70206C,5D70206C4A69F4,127283691B136F,2,11,192.168.101.3
70206C,5D70206C4A69F4,1272848B53096F,2,11,192.168.101.3
800C11,5D800C1139AD64,12727A04825E45,1,11,192.168.30.27
800C11,5D800C1139AD60,12727A04826E59,1,11,192.168.30.27
800C11,5D800C1139AD6E,1272852D9C3377,2,11,192.168.101.3
800C11,5D800C1139AD60,12727AFB2E4279,1,11,192.168.30.27
702085,5D702085B0A98F,12728812EFAE4D,2,11,192.168.101.3
70209E,5D70209E4FD129,12728C6EFB332C,1,11,192.168.30.27
801410,5D80141056ED61,12728CF147D43A,1,11,192.168.30.27
801410,5D80141056ED61,12728B0A176E3D,2,11,192.168.101.3
800DAA,5D800DAACE1F3E,12728E37CD2F67,1,11,192.168.30.27
800C74,5D800C74C4238F,12728EB4974A59,1,11,192.168.30.27
800C74,5D800C74C4238F,12728FE3E23C60,1,11,192.168.30.27
800C74,5D800C74C4238F,127290DA342864,1,11,192.168.30.27
70206C,5D70206C4A69FA,1272931FA9CB58,1,11,192.168.30.27
70206D,5D70206DB59DF3,12729EDAC8AFAE,2,11,192.168.101.3
702075,5D702075B50D49,12729F8ED96C43,2,11,192.168.101.3
485785,5D485785CE0725,1272967DC9393C,1,11,192.168.30.27
702097,5D702097B05542,127296A435B642,1,11,192.168.30.27
702075,5D702075B50D49,1272A089B8143B,2,11,192.168.101.3
680002,5D680002C5DD7C,1272973A443346,1,11,192.168.30.27
702097,5D702097B05542,1272979E680144,1,11,192.168.30.27
800C70,5D800C70C41BB3,1272A1850CE63C,2,11,192.168.101.3
702075,5D702075B50D49,1272A1B595183E,2,11,192.168.101.3
680002,5D680002C5DD7A,127298965E854D,1,11,192.168.30.27
485785,5D485785CE0760,1272A1EE3B6A3B,2,11,192.168.101.3
702097,5D702097B05542,127298C6DFE135,1,11,192.168.30.27
485785,5D485785CE0760,1272A52AF0863B,1,11,192.168.30.27
485785,5D485785CE0760,1272A263E9C234,2,11,192.168.101.3
485785,5D485785CE0760,1272A5A1F27741,1,11,192.168.30.27
702075,5D702075B50D49,1272A2DC52093A,2,11,192.168.101.3
485785,5D485785CE0760,1272A705A6D43A,1,11,192.168.30.27
485785,5D485785CE0764,1272A705A6E454,1,11,192.168.30.27
485785,5D485785CE0760,1272A43E85E139,2,11,192.168.101.3
485785,5D485785CE0760,1272A77C4E2234,1,11,192.168.30.27
801410,5D80141056ED67,1272A794159938,1,11,192.168.30.27
485785,5D485785CE0760,1272A7F1FEEB40,1,11,192.168.30.27
8005F0,5D8005F0BD7CB2,1272B0C01E762F,2,11,192.168.101.3
485785,5D485785CE0760,1272A868F8033A,1,11,192.168.30.27
485785,5D485785CE0760,1272A95698393C,1,11,192.168.30.27
8005F0,5D8005F0BD7CB2,1272AA4521E62E,1,11,192.168.30.27
8005F0,5D8005F0BD7CB2,1272B223DD042F,2,11,192.168.101.3
8005F0,5D8005F0BD7CF7,1272AB45A17932,1,11,192.168.30.27
485785,5D485785CE072B,1272AB8DA5723E,1,11,192.168.30.27
702075,5D702075B50D5E,1272ABA7297D3F,1,11,192.168.30.27
8005F0,5D8005F0BD7CB2,1272ABA8539633,1,11,192.168.30.27
8005F0,5D8005F0BD7CB2,1272AC1FB01B30,1,11,192.168.30.27
702075,5D702075B50D47,1272B4027F3B38,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,1272AC95AC5434,1,11,192.168.30.27
70206D,5D70206DB59DF3,1272B4A92CAAAA,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,1272AD0C4D4932,1,11,192.168.30.27
70206D,5D70206DB59DF3,1272B512CC08AE,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,1272AD81F7B92A,1,11,192.168.30.27
8005F0,5D8005F0BD7CB2,1272AE6F38B92E,1,11,192.168.30.27
800D2F,5D800D2F36D582,1272B745E92214,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,1272AEE67C0833,1,11,192.168.30.27
8005F0,5D8005F0BD7CB2,1272AF5C92A02E,1,11,192.168.30.27
800D2F,5D800D2F36D582,1272B83275493B,2,11,192.168.101.3
800C11,5D800C1139AD6E,1272B8C48CD346,2,11,192.168.101.3
70209E,5D70209E4FD16C,1272C0455B8D2D,1,11,192.168.30.27
70209E,5D70209E4FD16C,1272C0BB6A452C,1,11,192.168.30.27
800D2F,5D800D2F36D582,1272C0C1D46C1F,1,11,192.168.30.27
702097,5D702097B0554C,1272C0FFF5D14D,1,11,192.168.30.27
70209E,5D70209E4FD16C,1272C1321D5B2B,1,11,192.168.30.27
800DAA,5D800DAACE1F38,1272C1E1BE0C51,1,11,192.168.30.27
70209E,5D70209E4FD126,1272C212D0AC2B,1,11,192.168.30.27
4BA893,5F4BA8938E0D0A,1272C2189BE3CE,1,11,192.168.30.27
800D2F,5D800D2F36D582,1272C225489339,1,11,192.168.30.27
70209E,5D70209E4FD126,1272C2C34CE826,1,11,192.168.30.27
800C74,5D800C74C423C4,1272C9ED2E6B56,2,11,192.168.101.3
70209E,5D70209E4FD126,1272C374553826,1,11,192.168.30.27
800C74,5D800C74C423C4,1272CA64288C57,2,11,192.168.101.3
70209E,5D70209E4FD126,1272C4250BFD25,1,11,192.168.30.27
800C74,5D800C74C423C4,1272CADA7F0B5E,2,11,192.168.101.3
70209E,5D70209E4FD16C,1272C46EECD52B,1,11,192.168.30.27
0D5BDC,5D0D5BDCCAC7EF,1272CB33F7A52F,2,11,192.168.101.3
70209E,5D70209E4FD16C,1272C4E5E38B25,1,11,192.168.30.27
70209E,5D70209E4FD16C,1272C55C34AB25,1,11,192.168.30.27
70206C,5D70206C4A69FA,1272CBFAF1B279,2,11,192.168.101.3
70209E,5D70209E4FD16C,1272C649870017,1,11,192.168.30.27
800C74,5D800C74C423C4,1272CC3E974262,2,11,192.168.101.3
702085,5D702085B0A98F,1272CC60472926,2,11,192.168.101.3
70209E,5D70209E4FD16C,1272C735EEF523,1,11,192.168.30.27
70209E,5D70209E4FD16C,1272C7ACEFAE25,1,11,192.168.30.27
800C74,5D800C74C423C4,1272CDA1C9BE5D,2,11,192.168.101.3
800C74,5D800C74C423C4,1272CE8F226C5C,2,11,192.168.101.3
485785,5D485785CE072B,1272CED60BAE3F,2,11,192.168.101.3
800C74,5D800C74C423C4,1272CF05C3037B,2,11,192.168.101.3
800C74,5D800C74C423C4,1272CF7B6C1B5D,2,11,192.168.101.3
800C74,5D800C74C423C4,1272CFF25D345E,2,11,192.168.101.3
70209E,5D70209E4FD129,1272D4C699E325,1,11,192.168.30.27
800C74,5D800C74C423C4,1272D156046260,2,11,192.168.101.3
800C74,5D800C74C423C4,1272D2B9906760,2,11,192.168.101.3
70206C,5D70206C4A69FA,1272DACD779557,1,11,192.168.30.27
06A2C7,5F06A2C73FFE9B,1272E5C5E26AEA,2,11,192.168.101.3
680002,5D680002C5DD75,1272E5CE9A6946,2,11,192.168.101.3
485785,5D485785CE0725,1272DBDA509824,1,11,192.168.30.27
485785,5D485785CE0720,1272E5F24C7940,2,11,192.168.101.3
4BA893,5F4BA8938E0D05,1272DDC81C669E,1,11,192.168.30.27
06A2C7,5F06A2C73FFE9B,1272DDEE293EE4,1,11,192.168.30.27
4BA893,5F4BA8938E0D05,1272DE78AFC492,1,11,192.168.30.27
680002,5D680002C5DD7A,1272DE9467E62F,1,11,192.168.30.27
800DAA,5D800DAACE1F38,1272E7F57F194E,2,11,192.168.101.3
70206D,5D70206DB59DF3,1272E1B9A1A7AE,1,11,192.168.30.27
801410,5D80141056ED67,1272E8D507D43C,2,11,192.168.101.3
485785,5D485785CE0720,1272E332BE003D,1,11,192.168.30.27
680002,5D680002C5DD75,1272E3BC0D4E49,1,11,192.168.30.27
485785,5D485785CE0720,1272E3EC694F3F,1,11,192.168.30.27
801410,5D80141056ED67,1272E9B1FB4E55,2,11,192.168.101.3
680002,5D680002C5DD75,1272E46D0A244D,1,11,192.168.30.27
485785,5D485785CE0720,1272E47D3E663A,1,11,192.168.30.27
702075,5D702075B50D47,1272EA2CC05233,2,11,192.168.101.3
680002,5D680002C5DD75,1272E51D91CB46,1,11,192.168.30.27
485785,5D485785CE0720,1272E538E67F40,1,11,192.168.30.27
702097,5D702097B0554C,1272F1F8A56B3C,1,11,192.168.30.27
800DAA,5D800DAACE1F37,1272F29138ED4D,1,11,192.168.30.27
801410,5D80141056ED61,1272F2F7CE3846,1,11,192.168.30.27
800DAA,5D800DAACE1F37,1272F36FE10D54,1,11,192.168.30.27
800DAA,5D800DAACE1F37,1272F420BB0952,1,11,192.168.30.27
800DAA,5D800DAACE1F37,1272F4D1AC284D,1,11,192.168.30.27
800DAA,5D800DAACE1F37,1272F5823F4853,1,11,192.168.30.27
800C74,5D800C74C42381,1272F6AE4A4115,1,11,192.168.30.27
8005F0,5D8005F0BD7CF7,1272EF7267BC18,2,11,192.168.101.3
801410,5D80141056ED67,1272F0C4DD3E3C,2,11,192.168.101.3
680002,5D680002C5DD7A,127306D1AE2A39,2,11,192.168.101.3
680002,5D680002C5DD7A,1272F9A48C7314,1,11,192.168.30.27
680002,5D680002C5DD78,1272FA80EAF112,1,11,192.168.30.27
680002,5D680002C5DD7A,1272FA80EB0039,1,11,192.168.30.27
680002,5D680002C5DD7A,127307B5968618,2,11,192.168.101.3
680002,5D680002C5DD7A,1272FB66D6FD10,1,11,192.168.30.27
680002,5D680002C5DD7A,1273089529D038,2,11,192.168.101.3
800D2F,5D800D2F36D5C7,1273093B09703A,2,11,192.168.101.3
702085,5D702085B0A98F,12730978C60142,2,11,192.168.101.3
4BA893,5F4BA8938E0D0A,127302B10DE395,1,11,192.168.30.27
800DAA,5D800DAACE1F38,12730412E4F52D,1,11,192.168.30.27
680002,5D680002C5DD7A,12730513917411,1,11,192.168.30.27
702085,5D702085B0A98F,12730B4077984B,2,11,192.168.101.3
702085,5D702085B0A98F,12730B6EC19248,2,11,192.168.101.3
485785,5D485785CE0720,12730BA7450A3B,2,11,192.168.101.3
485785,5D485785CE0720,12730C3933513C,2,11,192.168.101.3
800C74,5D800C74C42381,12731515AC4263,1,11,192.168.30.27
702085,5D702085B0A98F,12730D09FDE14C,2,11,192.168.101.3
70206C,5D70206C4A69BF,1273159B03356F,1,11,192.168.30.27
70206C,5D70206C4A69FA,12730D6BBF166F,2,11,192.168.101.3
800C74,5D800C74C42389,127315F677CE55,1,11,192.168.30.27
70206C,5D70206C4A69BF,1273161246D36E,1,11,192.168.30.27
702085,5D702085B0A98F,12730DED4A0C45,2,11,192.168.101.3
70206C,5D70206C4A69BF,127318D9CEBD66,1,11,192.168.30.27
70206C,5D70206C4A69BF,1273194FC21D48,1,11,192.168.30.27
70206C,5D70206C4A69BF,12731C1710F665,1,11,192.168.30.27
70206C,5D70206C4A69DF,1273134B94B75B,2,11,192.168.101.3
70209E,5D70209E4FD129,12731DB798FB29,1,11,192.168.30.27
70206C,5D70206C4A69BF,1273134B94C676,2,11,192.168.101.3
70206D,5D70206DB59DF3,12731EDF7DA3BA,1,11,192.168.30.27
485785,5D485785CE0720,12731F6EAF0C35,1,11,192.168.30.27
8005F0,5D8005F0BD7CF7,12732ED965D02A,1,11,192.168.30.27
680002,5D680002C5DD3F,12732F9A027847,1,11,192.168.30.27
680002,5D680002C5DD3F,127330110EE84E,1,11,192.168.30.27
702075,5D702075B50D47,127326E5A4FB41,2,11,192.168.101.3
680002,5D680002C5DD3F,12733174CD774C,1,11,192.168.30.27
680002,5D680002C5DD3F,127331EB68DE4A,1,11,192.168.30.27
680002,5D680002C5DD6F,127331EB68EE5D,1,11,192.168.30.27
680002,5D680002C5DD3F,1273291F5FFE4F,2,11,192.168.101.3
800D2F,5D800D2F36D5C9,12732997E4F666,2,11,192.168.101.3
8005F0,5D8005F0BD7CF9,1273330965162E,1,11,192.168.30.27
680002,5D680002C5DD3F,12732A0BD6D851,2,11,192.168.101.3
485785,5D485785CE0720,12732A78AA483B,2,11,192.168.101.3
680002,5D680002C5DD3F,12732A82DFA04F,2,11,192.168.101.3
680002,5D680002C5DD3F,12732B709F1650,2,11,192.168.101.3
702085,5D702085B0A98F,1273342ED4D747,1,11,192.168.30.27
680002,5D680002C5DD3F,12732BE69B7F49,2,11,192.168.101.3
680002,5D680002C5DD3F,12732C5D3C454E,2,11,192.168.101.3
8005F0,5D8005F0BD7CF9,1273352E2C4531,1,11,192.168.30.27
800DAA,5D800DAACE1F38,127335F10F815F,1,11,192.168.30.27
8005F0,5D8005F0BD7CF9,12733632979128,1,11,192.168.30.27
800C11,5D800C1139AD6E,12732DE77F9B42,2,11,192.168.101.3
70209E,5D70209E4FD127,12733B8D776A2B,2,11,192.168.101.3
70209E,5D70209E4FD127,12733832DBB42A,1,11,192.168.30.27
800C11,5D800C1139AD2B,127340E414EA75,2,11,192.168.101.3
70209E,5D70209E4FD127,12733928478628,1,11,192.168.30.27
702085,5D702085B0A98F,1273416D58FD39,2,11,192.168.101.3
800C74,5D800C74C42381,127341C025865B,2,11,192.168.101.3
800C11,5D800C1139AD2B,127341D17A5A4A,2,11,192.168.101.3
702C0A,5D702C0A005507,1273425ED40528,2,11,192.168.101.3
702097,5D702097B0554C,1273428112424E,2,11,192.168.101.3
70209E,5D70209E4FD127,12733A5CB30728,1,11,192.168.30.27
800C11,5D800C1139AD2B,127342BED0594B,2,11,192.168.101.3
4BA893,5F4BA8938E0D4F,1273518A8F11A4,1,11,192.168.30.27
485785,5D485785CE0725,12734346CA4936,2,11,192.168.101.3
0D5BDC,5D0D5BDCCAC7EF,12734352EA592F,2,11,192.168.101.3
800C11,5D800C1139AD2B,127344221B2E47,2,11,192.168.101.3
800C11,5D800C1139AD2B,1273450FB7CB4E,2,11,192.168.101.3
4BA893,5F4BA8938E0D4F,127353655A4FA2,1,11,192.168.30.27
800C11,5D800C1139AD2B,127345FC747847,2,11,192.168.101.3
4BA893,5F4BA8938E0D4F,127354519EDEA3,1,11,192.168.30.27
800C11,5D800C1139AD2B,1273475F8DFD3E,2,11,192.168.101.3
4BA893,5F4BA8938E0D4F,1273553ED84CAB,1,11,192.168.30.27
06A2C7,5F06A2C73FFE9B,127348BAFE34EC,2,11,192.168.101.3
4BA893,5F4BA8938E0D4F,1273562C34E3AB,1,11,192.168.30.27
4BA893,5F4BA8938E0D4F,127356A2F3B0A1,1,11,192.168.30.27
800C11,5D800C1139AD2B,127349B0353A48,2,11,192.168.101.3
4BA893,5F4BA8938E0D4F,12735718BBD9AA,1,11,192.168.30.27
4BA893,5F4BA8938E0D4F,1273578FCC71A5,1,11,192.168.30.27
800DAA,5D800DAACE1F7D,127357A47D9F53,1,11,192.168.30.27
800C70,5D800C70C41BB7,12734A2505F32E,2,11,192.168.101.3
4BA893,5F4BA8938E0D4F,1273587D9BC6A5,1,11,192.168.30.27
800DAA,5D800DAACE1F7D,127358924CB656,1,11,192.168.30.27
485785,5D485785CE0720,12735932EDCE3A,1,11,192.168.30.27
4BA893,5F4BA8938E0D4F,1273596A26A59D,1,11,192.168.30.27
800DAA,5D800DAACE1F7D,1273597ED71856,1,11,192.168.30.27
70206D,5D70206DB59DF3,127359A2D2A4A5,1,11,192.168.30.27
801410,5D80141056ED22,127359F4165A3A,1,11,192.168.30.27
4BA893,5F4BA8938E0D4F,12735A56B339AA,1,11,192.168.30.27
800DAA,5D800DAACE1F7D,12735A6B63BC67,1,11,192.168.30.27
800DAA,5D800DAACE1F7D,12735AE1AA5C4C,1,11,192.168.30.27
70209E,5D70209E4FD129,12735B55DD3F2E,1,11,192.168.30.27
800DAA,5D800DAACE1F7D,12735B58E7624D,1,11,192.168.30.27
801410,5D80141056ED67,12735B9420653A,1,11,192.168.30.27
4BA893,5F4BA8938E0D0A,12734E049A01D2,2,11,192.168.101.3
801410,5D80141056ED22,12735CBB41FB3E,1,11,192.168.30.27
801410,5D80141056ED22,12735DA8A2B844,1,11,192.168.30.27
801410,5D80141056ED22,12735E1F559041,1,11,192.168.30.27
800DAA,5D800DAACE1F7D,12735F0C78C653,1,11,192.168.30.27
4BA893,5F4BA8938E0D4F,1273509E1029A3,2,11,192.168.101.3
485785,5D485785CE0720,127350E5C44D3B,2,11,192.168.101.3
70206C,5D70206C4A69FA,1273513F16C16E,2,11,192.168.101.3
800DAA,5D800DAACE1F7D,127360702F9551,1,11,192.168.30.27
485785,5D485785CE0720,12736246B58F3D,2,11,192.168.101.3
800DAA,5D800DAACE1F7D,127360E6D2FB55,1,11,192.168.30.27
485785,5D485785CE0720,127362D966F745,2,11,192.168.101.3
485785,5D485785CE0720,127361B626D950,1,11,192.168.30.27
485785,5D485785CE0720,1273636AFF1F3E,2,11,192.168.101.3
485785,5D485785CE0725,1273639B12DC1E,2,11,192.168.101.3
485785,5D485785CE0720,127363FAA3763B,2,11,192.168.101.3
800C11,5D800C1139AD6E,1273643D2E506A,2,11,192.168.101.3
485785,5D485785CE0720,1273648B70BC3D,2,11,192.168.101.3
0D5BDC,5D0D5BDCCAC7EF,1273758526EF1F,1,11,192.168.30.27
485785,5D485785CE0720,1273651B8A533E,2,11,192.168.101.3
7020A4,5D7020A44E9C73,1273769B692F4B,1,11,192.168.30.27
485785,5D485785CE0720,127365AE05493B,2,11,192.168.101.3
7020A4,5D7020A44E9C73,12737787A3AC2D,1,11,192.168.30.27
800C11,5D800C1139AD68,127378B2048F79,1,11,192.168.30.27
800C11,5D800C1139AD60,12737A3151ED4B,1,11,192.168.30.27
800C11,5D800C1139AD68,12737A95C78475,1,11,192.168.30.27
800C11,5D800C1139AD60,12737B5A13494D,1,11,192.168.30.27
702085,5D702085B0A98F,1273807B9E7C3E,1,11,192.168.30.27
06A2C7,5F06A2C73FFE9B,127380AFC58FEC,1,11,192.168.30.27
800C11,5D800C1139AD60,127380E74E2C47,1,11,192.168.30.27
702075,5D702075B50D47,12736C42F76A2C,2,11,192.168.101.3
680002,5D680002C5DD7A,12736D880F7A19,2,11,192.168.101.3
702085,5D702085B0A98F,12737009ECFB45,2,11,192.168.101.3
800C74,5D800C74C42381,127383C5B0CC22,1,11,192.168.30.27
702085,5D702085B0A981,1273710A45FB3E,2,11,192.168.101.3
702085,5D702085B0A981,1273723B3B804A,2,11,192.168.101.3
70206C,5D70206C4A69F4,1273852FA38C6E,1,11,192.168.30.27
800DAA,5D800DAACE1F38,1273861CFA852A,1,11,192.168.30.27
702085,5D702085B0A981,1273736A1C004B,2,11,192.168.101.3
70206C,5D70206C4A69F4,12738659AD476E,1,11,192.168.30.27
800C74,5D800C74C4238F,1273907601375E,1,11,192.168.30.27
702C0A,5D702C0A005542,12738705C8D92C,2,11,192.168.101.3
800DAA,5D800DAACE1F3E,1273907AF5584D,1,11,192.168.30.27
70206C,5D70206C4A69F4,1273875918F96F,2,11,192.168.101.3
702C0A,5D702C0A005542,1273877D1C265C,2,11,192.168.101.3
800C74,5D800C74C4238F,127391A4D93B60,1,11,192.168.30.27
800DAA,5D800DAACE1F3E,127391C166EC65,1,11,192.168.30.27
800C74,5D800C74C4238F,127392A5AD8665,1,11,192.168.30.27
70209E,5D70209E4FD129,127394C72BE22B,1,11,192.168.30.27
70206D,5D70206DB59DF3,127394E05942A7,1,11,192.168.30.27
485785,5D485785CE0720,12738A79AD1844,2,11,192.168.101.3
800C70,5D800C70C41BB7,127395E1C1CE3A,1,11,192.168.30.27
680002,5D680002C5DD7C,127397A7BE824A,1,11,192.168.30.27
702097,5D702097B05542,127398836CF84A,1,11,192.168.30.27
702097,5D702097B05542,127399742B863B,1,11,192.168.30.27
680002,5D680002C5DD7C,1273998452984A,1,11,192.168.30.27
485785,5D485785CE0720,12738CBD7E2341,2,11,192.168.101.3
702097,5D702097B05542,12739A9619D13F,1,11,192.168.30.27
680002,5D680002C5DD7A,12739B6D95834A,1,11,192.168.30.27
70206C,5D70206C4A69FA,12739CB3FA9464,1,11,192.168.30.27
702097,5D702097B0554C,12738E5DDBBD31,2,11,192.168.101.3
4BA893,5F4BA8938E0D0A,12738F363694AB,2,11,192.168.101.3
485785,5D485785CE0725,1273A1388BD123,1,11,192.168.30.27
702075,5D702075B50D49,1273A16E0D733C,2,11,192.168.101.3
680002,5D680002C5DD7A,1273B1BDA5B84B,1,11,192.168.30.27
702075,5D702075B50D49,1273A26D5FFF3D,2,11,192.168.101.3
8005F0,5D8005F0BD7CF7,1273B4377A1827,1,11,192.168.30.27
8005F0,5D8005F0BD7CF6,1273B4377A2840,1,11,192.168.30.27
800C70,5D800C70C41BB1,1273A2E94CF918,2,11,192.168.101.3
801410,5D80141056ED67,1273A38833322F,2,11,192.168.101.3
800C11,5D800C1139AD6E,1273A391C23846,2,11,192.168.101.3
702075,5D702075B50D49,1273A398C2453F,2,11,192.168.101.3
800C70,5D800C70C41BB1,1273A471604016,2,11,192.168.101.3
702075,5D702075B50D49,1273A4C8E2983D,2,11,192.168.101.3
800C70,5D800C70C41BB1,1273A4EFBDBD19,2,11,192.168.101.3
702075,5D702075B50D47,1273A5B48E523F,2,11,192.168.101.3
485785,5D485785CE072B,1273AE7672C23B,2,11,192.168.101.3
485785,5D485785CE072B,1273AFA4549E3B,2,11,192.168.101.3
485785,5D485785CE072B,1273B0A1CB9539,2,11,192.168.101.3
0D5BDC,5D0D5BDCCAC7EF,1273B1499FB135,2,11,192.168.101.3
702085,5D702085B0A98F,1273C5BD231F44,1,11,192.168.30.27
800C74,5D800C74C42381,1273C67235DB53,1,11,192.168.30.27
485785,5D485785CE072B,1273C7BDF2E83D,2,11,192.168.101.3
485785,5D485785CE0729,1273C7BDF2F754,2,11,192.168.101.3
485785,5D485785CE072B,1273C6C17A953C,1,11,192.168.30.27
4BA893,5D4BA893D9F7AC,1273D9F0B52DD9,1,11,192.168.30.27
485785,5D485785CE0725,1273DAAA3C5B25,1,11,192.168.30.27
70209E,5D70209E4FD129,1273DABDD6F923,1,11,192.168.30.27
800DAA,5D800DAACE1F38,1273CB0F15D04A,2,11,192.168.101.3
485785,5D485785CE072B,1273CD950AEC34,2,11,192.168.101.3
702097,5D702097B05509,1273E273356840,1,11,192.168.30.27
702097,5D702097B05509,1273E2E9E73538,1,11,192.168.30.27
485785,5D485785CE072B,1273CF8436D739,2,11,192.168.101.3
485785,5D485785CE072B,1273D076C86F3F,2,11,192.168.101.3
702097,5D702097B05509,1273E626B2C740,1,11,192.168.30.27
680002,5D680002C5DD7A,1273E66E216614,1,11,192.168.30.27
702097,5D702097B05509,1273E69DAC6C30,1,11,192.168.30.27
70206D,5D70206DB59DF3,1273D374765AA1,2,11,192.168.101.3
801410,5D80141056ED67,1273E837975348,1,11,192.168.30.27
702097,5D702097B05509,1273E878160135,1,11,192.168.30.27
70206C,5D70206C4A69FA,1273E8A2EB7671,1,11,192.168.30.27
0D5BDC,5D0D5BDCCAC7EF,1273ED0E18A354,1,11,192.168.30.27
702097,5D702097B0554C,1273D941A0DD4A,2,11,192.168.101.3
702085,5D702085B0A98F,1274089C409344,2,11,192.168.101.3
485785,5D485785CE0720,12740972AE1140,2,11,192.168.101.3
485785,5D485785CE0720,12740A036B6941,2,11,192.168.101.3
485785,5D485785CE0725,12740A50F5823F,2,11,192.168.101.3
485785,5D485785CE0720,12740A9486A150,2,11,192.168.101.3
485785,5D485785CE0720,12740B2626C73E,2,11,192.168.101.3
485785,5D485785CE0720,12740BB7422E45,2,11,192.168.101.3
800DAA,5D800DAACE1F3C,12740BC1BD0A31,2,11,192.168.101.3
